iter	Logloss
0	0.5882986511
1	0.5099791273
2	0.4599691656
3	0.420299469
4	0.3917370008
5	0.368979733
6	0.347832918
7	0.3299285115
8	0.3125920539
9	0.3037776548
10	0.2933751358
11	0.2866859126
12	0.2795522928
13	0.2744959714
14	0.2668206426
15	0.2611570746
16	0.2571245591
17	0.2519721829
18	0.2475425521
19	0.2436685277
20	0.2396345395
21	0.2354879312
22	0.2314383322
23	0.2287708157
24	0.2247925891
25	0.2210904036
26	0.2185089592
27	0.2151501201
28	0.2122654538
29	0.2092771921
30	0.2067009105
31	0.203703114
32	0.2004551608
33	0.1986209979
34	0.1963731466
35	0.1937100694
36	0.1907178292
37	0.1879819626
38	0.1857368695
39	0.1832531227
40	0.1809053442
41	0.1788317792
42	0.1774818133
43	0.1754435968
44	0.1738057903
45	0.1713715035
46	0.1691831067
47	0.167081992
48	0.1655488855
49	0.1638146151
50	0.1622804327
51	0.1609044543
52	0.1593340549
53	0.1576127254
54	0.1561927858
55	0.1545192416
56	0.1530159936
57	0.1515147901
58	0.1501001972
59	0.1488193495
60	0.1472206505
61	0.146452596
62	0.1450163947
63	0.1435761119
64	0.1419638773
65	0.1403269579
66	0.1386075259
67	0.1370474079
68	0.1347239781
69	0.1330751461
70	0.132369725
71	0.130925449
72	0.1298924934
73	0.1293042642
74	0.1284194417
75	0.1269493842
76	0.1253937259
77	0.124410995
78	0.1233075005
79	0.1225981964
80	0.1213181176
81	0.1204012074
82	0.1192017851
83	0.118066672
84	0.1172377158
85	0.1159634314
86	0.1146928331
87	0.1140015923
88	0.1129278062
89	0.1120635335
90	0.1114702782
91	0.1102158198
92	0.1090810943
93	0.108191551
94	0.1077759375
95	0.1068846647
96	0.105808261
97	0.105076535
98	0.1043583243
99	0.1035736703
100	0.1029039139
101	0.1022418933
102	0.1016745068
103	0.1007777052
104	0.09974488295
105	0.09899842485
106	0.0983398205
107	0.0976339621
108	0.09702052691
109	0.09635427189
110	0.09538396283
111	0.09475503668
112	0.09398452712
113	0.09315030719
114	0.09224576698
115	0.09126739353
116	0.09051529045
117	0.08953695975
118	0.08877733044
119	0.08819304467
120	0.08725268234
121	0.08651838571
122	0.0861084729
123	0.08536318002
124	0.08444415694
125	0.08380486139
126	0.08304691323
127	0.08266551955
128	0.08222616739
129	0.08180274253
130	0.08114788213
131	0.08036713622
132	0.07955999341
133	0.07912502765
134	0.07862721491
135	0.07807631733
136	0.07749849042
137	0.07692430158
138	0.07632080945
139	0.07575037177
140	0.07525722264
141	0.07454870066
142	0.07385558144
143	0.07314262527
144	0.07247383835
145	0.07192257406
146	0.07114668672
147	0.07064855226
148	0.07030979781
149	0.0698072143
150	0.06940084507
151	0.06886767856
152	0.06843258384
153	0.06804097582
154	0.06743614368
155	0.06701659039
156	0.06665811331
157	0.06629278907
158	0.06584781967
159	0.06553686248
160	0.06517123284
161	0.06445290351
162	0.06386357496
163	0.06352308231
164	0.06291762258
165	0.06242107696
166	0.06196020953
167	0.06143282328
168	0.06102651891
169	0.0605637533
170	0.05998606048
171	0.05958587202
172	0.05909981724
173	0.05870189023
174	0.05818177298
175	0.05787962091
176	0.05744283211
177	0.05703279229
178	0.0566202239
179	0.05622369682
180	0.05571353178
181	0.05538017038
182	0.05496480697
183	0.0546291088
184	0.05427980973
185	0.05404202396
186	0.05367009865
187	0.05352280038
188	0.05299543359
189	0.05258447326
190	0.0520397581
191	0.05168373216
192	0.05122972571
193	0.05090646998
194	0.0505543362
195	0.05018146777
196	0.04985395004
197	0.04960703676
198	0.04905846068
199	0.0486696765
