iter	Logloss
0	0.4827086163
1	0.3947056735
2	0.3456305937
3	0.3119889493
4	0.2901077959
5	0.2746018234
6	0.2614375125
7	0.2517736318
8	0.2450301088
9	0.2306035722
10	0.2215699863
11	0.2162796637
12	0.2093755194
13	0.2043043324
14	0.1996508143
15	0.1921990062
16	0.1852774475
17	0.1795285637
18	0.174093012
19	0.1710891309
20	0.1681225349
21	0.1647552285
22	0.1611633515
23	0.1579253272
24	0.1544604708
25	0.1505354478
26	0.1470825065
27	0.1446625197
28	0.1424697555
29	0.1392336797
30	0.1365190665
31	0.1345931308
32	0.132028218
33	0.1304132558
34	0.1273626673
35	0.124357362
36	0.1218735329
37	0.1190578195
38	0.1175230782
39	0.1151318632
40	0.1134431642
41	0.1119295959
42	0.1095980263
43	0.1082534861
44	0.1065555201
45	0.1048131851
46	0.1030860588
47	0.1019270834
48	0.1001370778
49	0.0982709757
50	0.09627344793
51	0.09505409695
52	0.09393223679
53	0.09173321023
54	0.08976875084
55	0.08815154805
56	0.086879512
57	0.08546488415
58	0.08401417381
59	0.0821048704
60	0.08040093146
61	0.07909923931
62	0.07841033267
63	0.07681292274
64	0.07573410891
65	0.07481683836
66	0.07350624087
67	0.07284453253
68	0.071741433
69	0.07104849566
70	0.07011243477
71	0.06867722775
72	0.06725805244
73	0.06598216031
74	0.06493440776
75	0.06373047366
76	0.06273793711
77	0.06202986307
78	0.06095893649
79	0.05967224663
80	0.05776892085
81	0.05729706363
82	0.05628554602
83	0.05501348304
84	0.05378287866
85	0.05314660235
86	0.05245711889
87	0.05182199544
88	0.05127342314
89	0.05042889045
90	0.04954332037
91	0.04891854035
92	0.04822718759
93	0.04751863443
94	0.04704841057
95	0.04635667883
96	0.04584392111
97	0.04534465084
98	0.04461111741
99	0.04408529661
100	0.04356298728
101	0.0427894299
102	0.04242740368
103	0.04182037626
104	0.04145036312
105	0.04092216446
106	0.04041152786
107	0.04000621138
108	0.03965323418
109	0.03901991259
110	0.03861203998
111	0.03828462313
112	0.03773047397
113	0.03725122413
114	0.03667163832
115	0.03629889376
116	0.03583929633
117	0.03550769999
118	0.03502884274
119	0.03453128585
120	0.03402472556
121	0.03358055902
122	0.03315402132
123	0.03278704463
124	0.03246905369
125	0.03225639774
126	0.03200095964
127	0.03161795554
128	0.03128038744
129	0.03063676598
130	0.03037439701
131	0.03003363901
132	0.02951877277
133	0.02903986898
134	0.02876184415
135	0.02848618422
136	0.02819327478
137	0.02780006148
138	0.02751649476
139	0.02726039239
140	0.02691783674
141	0.02663633046
142	0.02634223708
143	0.02590154824
144	0.02560883125
145	0.02537214712
146	0.02500964797
147	0.02489287628
148	0.02449198669
149	0.02426539311
150	0.02398961942
151	0.02375801375
152	0.02352416155
153	0.0232984053
154	0.02316056302
155	0.02292392807
156	0.02272038312
157	0.02246309393
158	0.02221784267
159	0.02192281037
160	0.02169824815
161	0.02147873532
162	0.02123511026
163	0.02099551433
164	0.02079728507
165	0.02059398081
166	0.02041632306
167	0.02028301666
168	0.02011488444
169	0.01991289764
170	0.01967610419
171	0.01953264732
172	0.01932325171
173	0.01923375455
174	0.01914294132
175	0.01885826746
176	0.01870522038
177	0.01854051262
178	0.01824250796
179	0.01809559428
180	0.01787438531
181	0.0176146642
182	0.01747245649
183	0.01735091589
184	0.01722581451
185	0.01713118892
186	0.01709868262
187	0.01696888128
188	0.01688994115
189	0.01671914929
190	0.01660172554
191	0.01648861524
192	0.01626757635
193	0.01616243516
194	0.015992581
195	0.0158448624
196	0.01576912034
197	0.01563636185
198	0.01546767105
199	0.01531450468
200	0.01515706126
201	0.01504380792
202	0.01491144953
203	0.01479551053
204	0.01467168521
205	0.01457685996
206	0.0144884205
207	0.01439796323
208	0.01432295595
209	0.01417452175
210	0.01409702136
211	0.0140114499
212	0.01390306947
213	0.01377150507
214	0.01367992007
215	0.01353822273
216	0.01339987582
217	0.01322516945
218	0.01310584762
219	0.01299815077
220	0.01290479078
221	0.0127977874
222	0.01271201867
223	0.01264201432
224	0.01256777387
225	0.01250147237
226	0.01242527383
227	0.01233422761
228	0.01229800636
229	0.01217313878
230	0.0121161895
231	0.01202194557
232	0.0119705811
233	0.01185267931
234	0.01174929074
235	0.01167434663
236	0.01157914087
237	0.01150007585
238	0.01138370035
239	0.011255167
240	0.01117008044
241	0.01113158775
242	0.01100282496
243	0.01093136464
244	0.01087635232
245	0.01080433047
246	0.01078472581
247	0.01072547945
248	0.01063240599
249	0.01058924667
250	0.01054124745
251	0.01049189426
252	0.01040951042
253	0.01034389812
254	0.01029452529
255	0.0102397523
256	0.01017515402
257	0.01014916921
258	0.01011306029
259	0.01006977562
260	0.01001138287
261	0.009932261248
262	0.009855183754
263	0.009814728834
264	0.009772371633
265	0.009738330965
266	0.009670492175
267	0.009607631591
268	0.009544524888
269	0.009479448045
270	0.009404839528
271	0.009357265062
272	0.009295624725
273	0.009230290383
274	0.009173864052
275	0.009086015123
276	0.009037487678
277	0.008977219589
278	0.008946878576
279	0.008885022557
280	0.008827511965
281	0.00873643322
282	0.00873643322
283	0.008695033898
284	0.008655499642
285	0.008617847656
286	0.00854370356
287	0.00848984146
288	0.008427008788
289	0.008396817299
290	0.008311290582
291	0.008278608131
292	0.008239998927
293	0.008170000417
294	0.008134380723
295	0.008079585639
296	0.00807945957
297	0.008042525555
298	0.007985713646
299	0.007932971543
300	0.007889058932
301	0.007826717559
302	0.007786131846
303	0.007749569039
304	0.007710796131
305	0.007642603288
306	0.007591086151
307	0.007555169084
308	0.007514307838
309	0.007468981099
310	0.007434926327
311	0.007399807372
312	0.00737192405
313	0.007355158972
314	0.007323949368
315	0.007292867247
316	0.007217717778
317	0.007217677939
318	0.007179753034
319	0.007157729655
320	0.007157704347
321	0.007119998314
322	0.007100639017
323	0.007068894202
324	0.007039703455
325	0.006987061468
326	0.006961977526
327	0.006936807481
328	0.006936777581
329	0.006909798685
330	0.006909659451
331	0.006909659451
332	0.00687425124
333	0.006847645958
334	0.006826599232
335	0.006802086598
336	0.006801971523
337	0.006801902827
338	0.006758402765
339	0.006730046259
340	0.006715039383
341	0.006697466132
342	0.006697368212
343	0.006660313559
344	0.006612902793
345	0.006574371702
346	0.006539257202
347	0.006503165956
348	0.006478843616
349	0.006478836957
350	0.006450913742
351	0.006410264677
352	0.00636721588
353	0.006343827449
354	0.00632514469
355	0.006293953777
356	0.006293333661
