iter	Logloss
0	0.5959097369
1	0.515226676
2	0.4667895186
3	0.4272066401
4	0.3931015692
5	0.3473094237
6	0.3194916343
7	0.302116831
8	0.2860074652
9	0.2643337013
10	0.2497048535
11	0.2355727712
12	0.228751591
13	0.218791834
14	0.2110241418
15	0.2000558595
16	0.192451106
17	0.184570616
18	0.1766604466
19	0.1703928791
20	0.1630199295
21	0.1583140607
22	0.1528971302
23	0.1472626588
24	0.1435109772
25	0.1401015825
26	0.1359044532
27	0.1321158642
28	0.1283932697
29	0.12588575
30	0.121835246
31	0.1177708271
32	0.1146826637
33	0.1118592807
34	0.1095589864
35	0.1075482114
36	0.1047604617
37	0.1017621109
38	0.09982958365
39	0.09787185841
40	0.09539508301
41	0.09384590756
42	0.09268838367
43	0.09076817254
44	0.08911571497
45	0.08636296581
46	0.08452444421
47	0.08303724598
48	0.08105529712
49	0.07940775193
50	0.077129996
51	0.07556079795
52	0.07370393126
53	0.0727303949
54	0.07176139835
55	0.07087324988
56	0.07009838323
57	0.06884563598
58	0.06817466323
59	0.06683977584
60	0.06577382403
61	0.06466414563
62	0.06362237207
63	0.06292295025
64	0.06134951172
65	0.06019562397
66	0.05908477032
67	0.0577458054
68	0.05683700098
69	0.05595896853
70	0.0547901141
71	0.05358822995
72	0.05269225124
73	0.05201634688
74	0.05129197067
75	0.05053736972
76	0.04962998598
77	0.04883704288
78	0.04839298247
79	0.04759616728
80	0.04691276967
81	0.04627163877
82	0.04553545927
83	0.04475225766
84	0.04393113105
85	0.04344074359
86	0.04270034244
87	0.04220665908
88	0.0415995341
89	0.04103605681
90	0.04048675131
91	0.03969068633
92	0.03900260047
93	0.03832922366
94	0.03751790222
95	0.03695916568
96	0.03636376054
97	0.03607108843
98	0.03562457443
99	0.03490286161
100	0.03441384959
101	0.03362550902
102	0.03320068833
103	0.03262127134
104	0.03216528263
105	0.03179806509
106	0.03125707918
107	0.03089145444
108	0.03044671922
109	0.03000983374
110	0.02959707262
111	0.02934688368
112	0.02892117536
113	0.02826816691
114	0.02790160922
115	0.02734772233
116	0.02686053072
117	0.02655322642
118	0.02622925477
119	0.02598467884
120	0.02548237357
121	0.02513789288
122	0.02468826858
123	0.02427822733
124	0.0239588251
125	0.02375792553
126	0.02347207086
127	0.02300115816
128	0.02274438229
129	0.0225246249
130	0.02203382331
131	0.02169696727
132	0.02135579592
133	0.02110325589
134	0.02088093856
135	0.02060648458
136	0.02031899775
137	0.02013339551
138	0.01979845721
139	0.01959600602
140	0.01940279481
141	0.019187945
142	0.01898172485
143	0.01869016096
144	0.01848939834
145	0.01830170035
146	0.01802483655
147	0.01784618795
148	0.01770376296
149	0.01749435236
150	0.01715971886
151	0.01705567946
152	0.01689771365
153	0.01673548262
154	0.0165511346
155	0.01634462797
156	0.01620465005
157	0.01607598807
158	0.01593099271
159	0.01575801999
160	0.01562119904
161	0.0154809518
162	0.01536878482
163	0.01524956376
164	0.01511728097
165	0.01498656609
166	0.01479276406
167	0.01462412145
168	0.01455318583
169	0.01444149154
170	0.01427668904
171	0.01412156863
172	0.01393801331
173	0.01380433354
174	0.01358480864
175	0.01349095998
176	0.01338660203
177	0.01325209699
178	0.01309431401
179	0.01299666655
180	0.01286849092
181	0.01274269624
182	0.01263220814
183	0.01256468671
184	0.0124961732
185	0.01235036634
186	0.01224890714
187	0.01210472718
188	0.01193162382
189	0.01181451475
190	0.01166631133
191	0.01151211917
192	0.01139299048
193	0.01129530781
194	0.01114907995
195	0.01109787227
196	0.01103196436
197	0.01098018732
198	0.01084964441
199	0.01078234587
