iter	Passed	Remaining
404	7230	5856
405	7241	5832
406	7257	5813
407	7267	5789
408	7296	5779
409	7311	5759
410	7338	5749
411	7359	5733
412	7388	5724
413	7413	5712
414	7429	5693
415	7459	5684
416	7484	5671
417	7513	5661
418	7536	5647
419	7563	5636
420	7574	5613
421	7613	5610
422	7623	5587
423	7633	5562
424	7643	5538
425	7654	5515
426	7665	5493
427	7687	5478
428	7717	5468
429	7744	5457
430	7768	5443
431	7788	5426
432	7815	5414
433	7846	5405
434	7867	5389
435	7889	5374
436	7900	5351
437	7911	5328
438	7934	5313
439	7964	5303
440	7986	5287
441	8015	5277
442	8028	5255
443	8039	5232
444	8050	5210
445	8078	5198
446	8109	5188
447	8138	5177
448	8152	5156
449	8169	5137
450	8197	5125
451	8221	5110
452	8246	5097
453	8280	5088
454	8289	5064
455	8315	5051
456	8332	5032
457	8343	5009
458	8353	4986
459	8365	4964
460	8383	4946
461	8398	4926
462	8415	4907
463	8432	4888
464	8447	4868
465	8456	4845
466	8469	4824
467	8480	4802
468	8498	4784
469	8508	4761
470	8519	4738
471	8551	4728
472	8566	4709
473	8576	4686
474	8585	4663
475	8598	4642
476	8617	4624
477	8630	4604
478	8641	4582
479	8652	4560
480	8670	4542
481	8687	4524
482	8702	4504
483	8714	4483
484	8723	4460
485	8734	4438
486	8746	4417
487	8763	4399
488	8781	4381
489	8791	4359
490	8801	4338
491	8811	4316
492	8820	4293
493	8831	4272
494	8853	4256
495	8865	4236
496	8878	4216
497	8897	4198
498	8916	4181
499	8935	4163
500	8945	4142
501	8954	4120
502	8963	4098
503	8971	4076
504	8979	4054
505	8990	4033
506	8999	4011
507	9007	3989
508	9018	3968
509	9035	3951
510	9050	3931
511	9071	3915
512	9096	3901
513	9115	3883
514	9131	3865
515	9154	3849
516	9164	3828
517	9172	3807
518	9192	3790
519	9252	3789
520	9260	3768
521	9270	3747
522	9318	3741
523	9340	3725
524	9351	3704
525	9367	3686
526	9386	3669
527	9395	3647
528	9414	3630
529	9428	3611
530	9447	3593
531	9553	3609
532	9574	3592
533	9585	3571
534	9602	3553
535	9622	3536
536	9640	3518
537	9657	3500
538	9674	3482
539	9693	3464
540	9723	3450
541	9749	3435
542	9758	3414
543	9776	3396
544	9794	3378
545	9818	3362
546	9832	3343
547	9840	3322
548	9849	3301
549	9857	3279
550	9866	3259
551	9876	3238
552	9894	3220
553	9906	3200
554	9915	3180
555	9925	3159
556	9941	3141
557	9956	3122
558	9974	3104
559	9986	3085
560	10004	3067
561	10016	3047
562	10025	3027
563	10041	3008
564	10053	2989
565	10066	2970
566	10100	2957
567	10111	2937
568	10122	2917
569	10146	2901
570	10172	2886
571	10185	2866
572	10196	2847
573	10211	2828
574	10220	2808
575	10232	2788
576	10250	2771
577	10270	2754
578	10292	2737
579	10328	2724
580	10342	2705
581	10360	2687
582	10378	2670
583	10398	2652
584	10413	2634
585	10432	2617
586	10451	2599
587	10460	2579
588	10470	2559
589	10491	2542
590	10506	2524
591	10518	2505
592	10537	2487
593	10552	2469
594	10573	2452
595	10586	2433
596	10605	2416
597	10624	2398
598	10639	2380
599	10653	2361
600	10673	2344
601	10692	2326
602	10702	2307
603	10714	2288
604	10726	2269
605	10744	2251
606	10766	2234
607	10776	2215
608	10784	2195
609	10795	2176
610	10806	2157
611	10830	2141
612	10839	2121
613	10849	2102
614	10861	2083
615	10882	2066
616	10896	2048
617	10907	2029
618	10921	2011
619	10939	1993
620	10951	1975
621	10960	1955
622	10969	1936
623	10990	1919
624	11038	1907
625	11052	1889
626	11073	1872
627	11091	1854
628	11108	1836
629	11136	1820
630	11145	1801
631	11160	1783
632	11178	1765
633	11188	1747
634	11197	1728
635	11208	1709
636	11218	1690
637	11238	1673
638	11256	1655
639	11271	1637
640	11282	1619
641	11291	1600
642	11301	1581
643	11310	1563
644	11325	1545
645	11344	1527
646	11353	1509
647	11363	1490
648	11373	1472
649	11383	1453
650	11402	1436
651	11415	1418
652	11429	1400
653	11438	1381
654	11455	1364
655	11472	1346
656	11485	1328
657	11497	1310
658	11516	1293
659	11532	1275
660	11547	1257
661	11590	1243
662	11608	1225
663	11634	1208
664	11644	1190
665	11655	1172
666	11664	1154
667	11681	1136
668	11690	1118
669	11698	1100
670	11706	1081
671	11717	1063
672	11727	1045
673	11746	1028
674	11763	1010
675	11782	993
676	11805	976
677	11833	959
678	11850	942
679	11866	924
680	11875	906
681	11892	889
682	11910	871
683	11921	853
684	11938	836
685	11948	818
686	11956	800
687	11965	782
688	11974	764
689	12019	749
690	12037	731
691	12052	714
692	12061	696
693	12071	678
694	12105	661
695	12127	644
696	12145	627
697	12171	610
698	12190	592
699	12207	575
700	12219	557
701	12229	540
702	12239	522
703	12249	504
704	12267	487
705	12283	469
706	12298	452
707	12372	436
708	12386	419
709	12395	401
710	12411	384
711	12420	366
712	12428	348
713	12438	330
714	12449	313
715	12463	295
716	12472	278
717	12483	260
718	12501	243
719	12518	226
720	12532	208
721	12542	191
722	12551	173
723	12567	156
724	12584	138
725	12601	121
726	12619	104
727	12636	86
728	12647	69
729	12666	52
730	12675	34
731	12685	17
732	12694	0
